control_number,donated,amount_donated,months_since_origin,donor_age,in_house,urbanicity,ses,cluster_code,home_owner,donor_gender,income_group,published_phone,overlay_source,mor_hit_rate,wealth_rating,median_home_value,median_household_income,pct_owner_occupied,per_capita_income,pct_attribute1,pct_attribute2,pct_attribute3,pct_attribute4,pep_star,recent_star_status,recency_status_96nk,frequency_status_97nk,recent_response_prop,recent_avg_gift_amt,recent_card_response_prop,recent_avg_card_gift_amt,recent_response_count,recent_card_response_count,months_since_last_prom_resp,lifetime_card_prom,lifetime_prom,lifetime_gift_amount,lifetime_gift_count,lifetime_avg_gift_amt,lifetime_gift_range,lifetime_max_gift_amt,lifetime_min_gift_amt,last_gift_amt,card_prom_12,number_prom_12,months_since_last_gift,months_since_first_gift,file_avg_gift,file_card_gift
167336,0,0.0,53,42,0,3,2,40,0,1,6,0,0,3,3,1804,401,37,10954,0,27,36,0,0,0,0,1,0.055999999999999994,22.0,0.14300000000000002,22.0,1,1,24,16,43,48.0,3,16.0,12.0,22.0,10.0,22.0,6,11,24,53,16.0,3
167343,0,0.0,101,46,0,1,1,42,1,0,1,1,2,0,7,3633,423,69,15007,0,45,35,34,0,0,0,1,0.095,22.5,0.1,20.0,2,1,17,26,60,101.0,6,16.83,20.0,25.0,5.0,25.0,6,13,17,98,16.83,4
167357,1,12.0,29,42,0,2,1,14,0,1,6,1,0,1,9,2429,315,21,18050,0,38,15,43,1,0,0,3,0.308,8.75,0.33299999999999996,7.5,4,2,18,10,26,35.0,4,8.75,5.0,10.0,5.0,10.0,6,13,18,29,8.75,2
167360,0,0.0,29,63,0,2,1,15,0,1,6,0,2,0,9,3963,312,23,20295,0,29,23,31,0,0,0,1,0.091,15.0,0.2,15.0,1,1,29,6,13,30.0,2,15.0,0.0,15.0,15.0,15.0,2,4,27,29,15.0,1
167376,0,0.0,65,51,0,2,1,15,1,0,5,0,1,0,6,2464,526,24,48402,0,14,24,50,0,0,0,1,0.055999999999999994,17.0,0.0,0.0,1,0,17,16,45,49.0,5,9.8,12.0,17.0,5.0,17.0,5,13,17,62,9.8,2
167386,0,0.0,137,76,0,2,1,11,0,1,4,1,0,8,7,3407,467,61,22926,0,31,34,19,1,0,0,3,0.2,13.5,0.33299999999999996,12.67,4,3,18,31,70,138.0,15,9.2,12.0,16.0,4.0,16.0,6,14,18,129,9.2,10
167390,0,0.0,137,77,0,2,1,13,0,0,4,0,2,0,9,5868,907,86,55465,0,41,17,64,1,3,0,1,0.16699999999999998,15.0,0.33299999999999996,15.0,2,2,20,25,64,105.0,13,8.08,17.0,20.0,3.0,10.0,4,11,20,129,8.08,11
167396,1,20.0,17,57,0,2,1,13,1,1,5,0,1,0,9,4764,784,90,33464,0,23,19,45,0,0,2,1,0.14300000000000002,20.0,0.0,0.0,1,0,19,6,15,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,19,19,20.0,0
167401,0,0.0,41,52,0,4,1,3,0,2,5,1,1,2,6,3320,509,56,23523,0,30,19,54,0,0,0,1,0.095,15.0,0.1,5.0,2,1,19,14,33,55.0,3,18.33,20.0,25.0,5.0,25.0,6,13,19,35,18.33,1
167406,1,7.0,53,71,0,4,1,2,0,0,6,0,0,16,8,4135,602,90,33830,0,33,13,43,1,1,5,3,0.389,7.86,0.4,7.75,7,4,16,18,45,98.0,14,7.0,4.0,9.0,5.0,7.0,5,13,16,52,7.0,7
167408,0,0.0,65,41,0,4,1,3,1,0,5,0,1,0,7,3320,509,56,23523,0,30,19,54,1,15,0,1,0.055999999999999994,50.0,0.125,50.0,1,1,21,21,56,355.0,9,39.44,45.0,60.0,15.0,50.0,6,13,21,62,39.44,5
167409,0,0.0,65,72,0,2,1,13,0,0,6,0,0,0,9,5338,849,84,42230,0,32,23,26,1,5,0,1,0.095,15.0,0.1,20.0,2,1,22,22,55,154.0,16,9.63,15.0,20.0,5.0,20.0,6,12,22,65,9.63,6
167410,0,0.0,65,66,0,2,1,11,0,1,7,0,0,6,8,2438,574,84,18325,0,26,15,47,0,0,0,1,0.111,20.0,0.0,0.0,2,0,26,17,46,65.0,4,16.25,10.0,20.0,10.0,20.0,5,10,26,65,16.25,1
167418,0,0.0,137,17,0,2,1,11,0,0,7,1,0,19,8,4459,461,72,24985,0,26,15,47,1,0,0,1,0.059000000000000004,12.0,0.14300000000000002,12.0,1,1,17,29,67,101.0,14,7.21,10.0,15.0,5.0,12.0,4,11,17,130,7.21,13
167420,0,0.0,17,57,0,2,2,18,1,0,5,0,1,0,9,2250,772,43,13419,0,23,0,0,0,0,2,1,0.2,20.0,0.5,20.0,1,1,16,6,14,20.0,1,20.0,0.0,20.0,20.0,20.0,5,12,16,16,20.0,1
167447,0,0.0,53,57,0,2,1,12,1,0,5,0,1,0,6,3590,554,84,21629,2,19,68,3,0,0,3,1,0.111,15.0,0.0,0.0,2,0,15,16,40,52.0,4,13.0,5.0,15.0,10.0,15.0,5,12,15,51,13.0,0
167448,0,0.0,65,57,0,2,1,12,0,1,6,0,2,0,8,2645,644,78,20782,1,27,35,14,0,0,0,2,0.14300000000000002,18.0,0.182,17.0,3,2,23,21,47,147.0,11,13.36,10.0,20.0,10.0,20.0,6,12,23,56,13.36,5
167462,1,15.0,113,61,0,2,1,12,0,1,4,0,2,0,9,2645,644,78,20782,1,27,35,14,1,0,0,1,0.077,15.0,0.0,0.0,1,0,26,21,54,105.0,12,8.75,10.0,15.0,5.0,15.0,4,9,26,113,8.75,3
167465,0,0.0,125,58,0,2,2,18,1,0,5,0,1,0,6,2280,496,75,17653,0,25,74,8,1,1,5,4,0.33299999999999996,7.86,0.4,8.75,7,4,19,24,57,98.0,13,7.54,17.0,20.0,3.0,10.0,6,14,19,125,7.54,6
167470,0,0.0,41,57,0,2,3,21,0,0,6,0,2,0,9,2220,514,70,16142,0,0,0,0,0,0,4,4,0.3,31.17,0.3,26.67,6,3,12,24,59,243.0,11,22.09,47.0,55.0,8.0,25.0,9,21,12,44,22.09,4
167482,1,17.0,41,59,0,3,1,35,1,1,5,0,0,17,5,5233,420,69,12070,0,4,0,54,0,0,0,1,0.053,17.0,0.0,0.0,1,0,25,12,30,34.0,3,11.33,15.0,17.0,2.0,17.0,4,9,25,44,11.33,1
167488,1,5.0,65,45,0,3,2,40,0,0,5,0,2,0,5,2269,388,50,13602,0,22,37,12,0,0,0,3,0.2,7.33,0.33299999999999996,8.5,3,2,16,15,45,42.0,7,6.0,5.0,10.0,5.0,10.0,5,14,16,65,6.0,3
167493,1,50.0,77,59,0,3,1,35,1,1,3,1,2,0,9,3445,750,86,23146,0,29,50,13,1,0,0,1,0.053,50.0,0.0,0.0,1,0,18,22,63,360.0,7,51.43,50.0,75.0,25.0,50.0,6,13,18,75,51.43,4
167495,1,25.0,89,57,0,2,1,14,1,0,5,0,1,0,8,2993,673,87,20394,0,24,65,0,1,0,0,1,0.095,25.0,0.0,0.0,2,0,26,21,54,187.0,12,15.58,20.0,25.0,5.0,25.0,3,6,26,81,15.58,5
167504,0,0.0,113,69,0,3,1,35,1,1,5,0,2,0,8,3070,514,71,19639,0,24,43,25,1,12,0,1,0.105,10.0,0.25,10.0,2,2,24,25,64,105.0,14,7.5,10.0,12.0,2.0,10.0,5,10,24,113,7.5,8
167505,0,0.0,113,44,0,3,1,35,0,0,6,0,0,3,9,1188,231,1,8695,0,29,50,13,1,0,0,1,0.11800000000000001,15.0,0.125,12.0,2,1,19,26,60,92.0,13,7.08,15.0,18.0,3.0,18.0,6,13,19,110,7.08,4
167508,0,0.0,137,76,0,3,1,34,1,2,5,0,1,0,6,2298,418,80,16762,1,31,45,29,1,1,5,2,0.105,14.0,0.111,12.0,2,1,18,30,72,123.0,16,7.69,13.0,16.0,3.0,16.0,6,14,18,130,7.69,12
167517,1,25.0,41,59,0,1,1,42,0,0,5,0,2,0,3,2324,374,67,14229,0,32,33,37,0,0,0,1,0.1,18.0,0.222,18.0,2,2,16,15,38,53.0,5,10.6,20.0,25.0,5.0,25.0,6,14,16,45,10.6,3
167528,0,0.0,17,60,0,4,1,1,1,1,2,0,2,0,6,2356,277,19,15245,0,23,40,23,0,0,2,1,0.14300000000000002,20.0,0.33299999999999996,20.0,1,1,20,6,16,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,20,20,20.0,1
167536,0,0.0,29,63,0,4,1,1,0,1,4,0,2,0,6,2293,342,17,23533,0,17,35,32,0,0,0,3,0.28600000000000003,50.5,0.33299999999999996,50.0,4,2,18,10,27,202.0,4,50.5,2.0,52.0,50.0,52.0,6,14,18,31,50.5,2
167538,1,15.0,41,65,0,4,2,7,1,0,5,0,1,0,6,948,325,54,15038,2,25,29,31,0,0,0,1,0.15,13.67,0.111,11.0,3,1,18,14,33,46.0,4,11.5,10.0,15.0,5.0,15.0,5,11,18,41,11.5,2
167548,0,0.0,65,65,0,4,2,7,0,0,5,1,0,2,6,2661,367,41,18615,2,25,29,31,0,0,3,1,0.105,22.5,0.0,0.0,2,0,15,19,47,105.0,5,21.0,5.0,25.0,20.0,25.0,5,12,15,59,21.0,1
167551,1,20.0,65,53,0,4,1,1,0,0,7,0,2,0,4,2356,277,19,15245,0,23,40,23,1,1,5,2,0.063,15.0,0.14300000000000002,15.0,1,1,21,18,50,95.0,6,15.83,15.0,25.0,10.0,25.0,6,13,18,64,15.83,4
167561,0,0.0,113,60,0,4,1,1,1,0,5,0,1,0,4,2561,317,21,19284,0,30,26,24,1,13,0,1,0.055999999999999994,12.0,0.0,0.0,1,0,18,26,68,117.0,14,8.36,11.0,15.0,4.0,12.0,4,11,18,113,8.36,7
167566,0,0.0,137,83,0,4,1,3,0,1,5,1,0,7,4,2355,361,38,16824,0,21,10,47,1,1,5,3,0.278,5.2,0.3,5.0,5,3,18,32,73,142.25,33,4.31,5.75,7.0,1.25,6.0,5,11,18,130,4.31,18
167574,0,0.0,29,39,0,4,1,3,1,1,2,1,0,2,6,2629,396,27,18433,1,29,35,36,0,0,4,1,0.1,15.0,0.25,15.0,1,1,24,6,16,15.0,1,15.0,0.0,15.0,15.0,15.0,3,8,24,24,15.0,1
167579,0,0.0,41,63,0,4,1,2,0,0,5,1,0,1,6,3024,614,79,24006,0,34,25,40,0,0,0,2,0.15,16.67,0.222,15.0,3,2,15,15,33,60.0,4,15.0,10.0,20.0,10.0,20.0,6,13,15,39,15.0,3
167580,1,21.0,41,60,0,4,1,1,1,1,4,1,1,0,4,2394,385,30,21417,0,18,36,20,0,0,0,1,0.059000000000000004,15.0,0.14300000000000002,15.0,1,1,21,12,32,30.0,3,10.0,10.0,15.0,5.0,15.0,4,10,21,44,10.0,2
167582,0,0.0,41,33,0,4,1,1,0,0,5,0,2,0,6,2574,558,77,20195,0,18,36,20,0,0,0,3,0.2,17.5,0.111,10.0,4,1,15,15,37,90.0,6,15.0,30.0,40.0,10.0,40.0,6,13,15,44,15.0,3
167593,0,0.0,77,74,0,4,2,6,0,0,6,0,2,0,6,2521,467,63,13749,0,14,67,13,1,1,5,2,0.14300000000000002,24.33,0.1,25.0,3,1,18,24,60,210.0,14,15.0,20.0,25.0,5.0,25.0,6,13,18,75,15.0,5
167604,0,0.0,125,83,0,4,1,3,1,1,2,1,0,3,5,2629,396,27,18433,1,29,35,36,1,0,0,1,0.154,11.0,0.0,0.0,2,0,19,16,43,91.0,15,6.07,8.0,11.0,3.0,11.0,2,6,19,125,6.07,8
167613,0,0.0,137,60,0,4,1,2,1,0,5,0,1,0,9,2819,311,93,31744,0,32,48,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,18,22,57,155.0,10,15.5,20.0,25.0,5.0,10.0,5,11,18,128,15.5,4
167614,1,10.0,89,60,0,4,4,10,1,0,5,0,1,0,6,2378,306,25,13027,0,0,0,0,1,1,5,2,0.182,10.0,0.182,10.0,4,2,24,25,62,134.0,18,7.44,7.0,10.0,3.0,10.0,6,12,24,80,7.44,7
167615,0,0.0,17,57,0,2,2,17,1,1,5,0,1,0,9,2083,304,10,10869,0,18,76,0,0,0,2,1,0.2,25.0,0.0,0.0,1,0,16,6,13,25.0,1,25.0,0.0,25.0,25.0,25.0,5,11,16,16,25.0,0
167620,0,0.0,29,57,0,2,1,12,1,0,5,0,1,0,9,3217,594,74,20816,0,31,44,19,1,0,0,4,0.294,28.0,0.375,26.67,5,3,17,12,31,140.0,5,28.0,40.0,50.0,10.0,30.0,6,14,17,32,28.0,3
167631,1,15.0,17,85,0,0,1,22,0,0,1,1,0,2,9,2554,216,36,18137,0,17,45,20,0,0,2,1,0.14300000000000002,15.0,0.0,0.0,1,0,20,6,15,15.0,1,15.0,0.0,15.0,15.0,15.0,4,10,20,20,15.0,0
167640,0,0.0,41,71,0,2,1,14,0,1,7,0,0,0,9,3220,562,88,25033,0,31,29,32,1,0,0,4,0.429,5.67,0.636,5.29,9,7,22,16,36,64.0,13,4.92,5.0,7.0,2.0,5.0,6,13,22,44,4.92,9
167645,0,0.0,65,83,0,0,1,22,0,0,1,1,2,0,9,2424,259,24,14428,0,17,45,20,1,0,0,4,0.278,7.2,0.3,7.67,5,3,18,17,38,81.0,14,5.79,7.0,10.0,3.0,5.0,5,10,17,56,5.79,6
167650,0,0.0,77,65,0,2,1,11,0,0,7,0,0,9,0,2714,645,63,29512,0,0,0,0,0,0,0,3,0.19,27.5,0.364,27.5,4,4,21,23,61,259.0,10,25.9,47.0,50.0,3.0,25.0,6,14,21,76,25.9,6
167654,1,17.0,89,47,0,2,1,13,1,1,7,0,0,5,9,3676,680,82,33910,0,34,36,32,0,0,0,1,0.077,17.0,0.2,17.0,1,1,21,18,47,54.0,4,13.5,12.0,17.0,5.0,17.0,4,10,21,86,13.5,4
167667,0,0.0,137,74,0,0,1,24,0,0,5,1,0,20,5,2760,383,76,20893,0,33,32,43,1,0,3,1,0.1,22.5,0.111,25.0,2,1,15,30,64,108.0,9,12.0,20.0,25.0,5.0,25.0,5,12,15,122,12.0,7
167720,0,0.0,41,29,0,3,1,34,0,2,7,1,0,7,8,3081,511,62,22196,0,35,41,10,0,0,0,1,0.059000000000000004,20.0,0.0,0.0,1,0,26,11,27,23.0,2,11.5,17.0,20.0,3.0,20.0,4,9,26,40,11.5,0
167732,0,0.0,137,82,0,0,1,23,1,0,2,0,1,0,8,1909,397,85,23009,0,43,23,62,1,8,0,1,0.136,17.33,0.091,20.0,3,1,19,31,73,169.5,14,12.11,12.5,20.0,7.5,17.0,6,13,19,122,12.11,8
167733,0,0.0,41,59,0,3,1,34,1,1,5,0,1,0,8,0,0,0,0,0,26,42,7,0,0,0,2,0.14300000000000002,13.33,0.0,0.0,3,0,19,16,37,53.0,6,8.83,12.0,15.0,3.0,10.0,6,13,19,41,8.83,1
167748,0,0.0,53,60,0,4,1,2,0,1,6,1,0,8,7,3359,541,81,29520,0,37,20,46,1,11,0,1,0.055999999999999994,19.0,0.125,19.0,1,1,16,17,40,64.0,4,16.0,15.0,25.0,10.0,19.0,5,13,16,51,16.0,2
167755,1,18.0,77,56,0,2,1,13,0,1,6,0,0,9,9,5940,761,59,43571,0,33,7,41,0,0,0,1,0.063,16.0,0.0,0.0,1,0,19,14,42,52.0,4,13.0,6.0,16.0,10.0,16.0,4,10,19,68,13.0,3
167763,1,12.0,101,47,0,2,1,13,0,0,6,0,0,3,9,5633,792,94,44347,0,34,11,39,1,0,0,2,0.14300000000000002,13.0,0.2,13.5,3,2,16,25,64,107.0,11,9.73,9.0,14.0,5.0,13.0,6,14,16,89,9.73,8
167764,0,0.0,113,78,0,4,1,2,0,1,7,1,2,0,8,3305,430,72,34649,0,35,16,36,1,1,5,4,0.5,12.5,0.455,12.4,10,5,19,29,75,254.0,26,9.77,11.0,15.0,4.0,4.0,6,14,18,104,9.77,12
167777,0,0.0,17,47,0,2,1,11,0,1,6,0,0,0,9,2217,429,70,19772,0,26,39,34,0,0,2,1,0.2,20.0,0.5,20.0,1,1,17,6,14,20.0,1,20.0,0.0,20.0,20.0,20.0,5,11,17,17,20.0,1
167782,0,0.0,53,49,0,2,1,11,0,0,4,1,0,7,6,3052,334,85,17935,0,35,29,36,0,0,0,1,0.111,12.5,0.28600000000000003,12.5,2,2,20,15,39,40.0,4,10.0,10.0,15.0,5.0,15.0,5,11,20,52,10.0,4
167784,1,15.0,113,79,0,2,2,17,0,0,4,1,0,19,3,2380,274,48,16569,0,21,26,29,1,1,5,2,0.19,15.25,0.3,16.33,4,3,20,27,66,156.0,11,14.18,15.0,25.0,10.0,12.0,6,14,20,105,14.18,7
167790,0,0.0,137,46,0,2,1,11,0,1,7,0,0,0,7,3152,416,81,31162,0,43,43,35,1,0,0,1,0.095,17.0,0.1,19.0,2,1,17,31,69,131.0,12,10.92,14.0,19.0,5.0,19.0,6,13,17,127,10.92,8
167794,0,0.0,17,59,0,1,2,44,1,0,2,0,1,0,2,1770,378,69,10398,0,16,40,37,0,0,2,1,0.25,15.0,0.0,0.0,1,0,15,5,11,15.0,1,15.0,0.0,15.0,15.0,15.0,4,9,15,15,15.0,0
167799,1,20.0,29,37,0,0,2,28,0,0,5,1,0,36,9,2291,353,86,13687,0,33,29,42,0,0,4,2,0.2,18.0,0.4,18.0,2,2,17,9,20,36.0,2,18.0,6.0,21.0,15.0,21.0,6,12,17,24,18.0,2
167804,0,0.0,41,31,0,0,2,29,0,0,5,1,0,3,9,1646,265,77,16302,0,45,10,77,0,0,0,4,0.222,8.5,0.33299999999999996,8.67,4,3,21,14,32,51.0,7,7.29,8.0,13.0,5.0,5.0,6,12,18,39,7.29,3
167824,0,0.0,89,59,0,3,1,35,1,1,1,1,2,0,3,2904,480,78,20729,0,20,34,28,1,0,0,1,0.091,25.0,0.0,0.0,2,0,18,24,55,105.0,7,15.0,20.0,25.0,5.0,25.0,6,13,18,79,15.0,3
167826,0,0.0,89,73,0,0,2,29,0,1,1,1,0,2,4,1646,265,77,16302,0,45,10,77,1,12,0,1,0.053,13.0,0.125,13.0,1,1,23,23,67,370.0,30,12.33,15.0,20.0,5.0,13.0,5,11,23,88,12.33,11
167838,1,15.0,137,63,0,0,2,28,0,1,2,1,0,34,5,2291,353,86,13687,0,33,29,42,1,1,5,4,0.28600000000000003,11.17,0.3,11.67,6,3,17,33,84,284.0,32,8.88,12.0,15.0,3.0,10.0,6,14,17,127,8.88,18
167873,0,0.0,77,86,0,2,1,11,1,2,2,1,0,0,7,1438,366,46,21758,1,29,27,36,1,1,5,4,0.429,9.44,0.545,9.67,9,6,20,24,61,197.0,23,8.57,6.0,11.0,5.0,9.0,6,13,20,76,8.57,12
167876,0,0.0,89,43,0,2,1,12,1,2,5,0,1,0,8,3230,650,79,27549,1,27,45,13,0,0,0,2,0.095,27.5,0.1,25.0,2,1,23,24,64,150.0,7,21.43,20.0,30.0,10.0,25.0,6,15,23,89,21.43,3
167892,1,10.0,41,60,0,4,1,3,1,0,5,1,1,0,6,3259,267,43,19399,0,14,41,8,1,1,5,4,0.47100000000000003,8.25,0.4,8.25,8,4,16,15,31,69.0,9,7.67,7.0,10.0,3.0,10.0,6,13,16,41,7.67,5
167899,0,0.0,65,62,0,4,2,4,1,0,1,1,0,5,0,1064,521,89,19524,0,17,32,68,1,16,0,2,0.095,32.5,0.1,30.0,2,1,15,21,49,172.0,6,28.67,15.0,35.0,20.0,30.0,6,13,15,56,28.67,3
167916,1,15.0,41,60,0,4,3,9,1,1,5,0,1,0,6,2188,71,1,7591,0,33,28,46,0,0,0,1,0.105,15.0,0.25,15.0,2,2,24,11,27,30.0,2,15.0,0.0,15.0,15.0,15.0,4,9,24,36,15.0,2
167917,0,0.0,17,37,0,4,3,8,0,1,4,0,0,0,6,1640,220,29,7168,0,9,28,5,0,0,2,1,0.2,15.0,0.5,15.0,1,1,16,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,4,11,16,16,15.0,1
167924,0,0.0,29,72,0,4,3,8,0,0,4,0,0,6,6,1741,250,35,11342,0,9,50,0,0,0,0,1,0.111,24.0,0.25,24.0,2,2,24,12,28,48.0,2,24.0,2.0,25.0,23.0,25.0,6,12,24,33,24.0,2
167927,0,0.0,41,40,0,4,3,8,1,1,5,1,1,0,6,886,528,94,15571,0,4,0,42,1,1,5,2,0.19,18.5,0.273,18.0,4,3,19,16,39,96.0,6,16.0,10.0,20.0,10.0,20.0,6,13,19,40,16.0,4
167934,1,21.0,101,65,0,2,2,18,1,0,3,1,1,5,3,843,423,88,16476,2,41,39,39,1,0,0,1,0.095,18.0,0.1,21.0,2,1,24,22,60,118.0,11,10.73,16.0,21.0,5.0,21.0,4,8,24,93,10.73,5
167938,1,5.0,137,34,0,4,3,8,1,0,2,0,2,0,1,1822,269,47,6778,0,4,0,42,1,12,0,1,0.1,12.5,0.0,0.0,2,0,18,31,76,144.0,17,8.47,10.0,15.0,5.0,10.0,5,12,18,126,8.47,10
167954,0,0.0,41,65,0,4,1,1,0,0,5,0,0,3,6,2675,340,11,13474,0,11,34,11,0,0,0,1,0.125,30.5,0.16699999999999998,50.0,2,1,20,12,34,66.0,3,22.0,45.0,50.0,5.0,50.0,6,13,20,45,22.0,2
167976,0,0.0,17,34,0,2,1,12,0,1,7,0,0,0,9,2558,440,64,18513,0,27,41,18,0,0,2,1,0.2,20.0,0.0,0.0,1,0,16,6,14,20.0,1,20.0,0.0,20.0,20.0,20.0,5,12,16,16,20.0,0
167978,0,0.0,17,57,0,2,1,12,1,1,5,0,1,0,9,2558,440,64,18513,0,27,41,18,0,0,2,1,0.16699999999999998,20.0,0.33299999999999996,20.0,1,1,21,6,15,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,21,21,20.0,1
167997,0,0.0,89,54,0,4,1,2,0,1,7,0,0,1,9,2833,681,87,22622,0,32,40,18,1,0,0,1,0.083,20.0,0.0,0.0,1,0,19,18,48,90.0,7,12.86,15.0,20.0,5.0,20.0,4,11,19,79,12.86,4
168010,0,0.0,17,33,0,2,1,14,0,0,7,0,0,2,9,2627,601,82,22912,0,29,61,0,0,0,2,1,0.14300000000000002,15.0,0.33299999999999996,15.0,1,1,20,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,3,8,20,20,15.0,1
168022,0,0.0,137,53,0,2,1,14,0,1,6,1,2,0,9,1693,423,72,17493,0,39,53,8,1,0,0,3,0.21100000000000002,4.0,0.125,3.0,4,1,17,34,74,69.0,17,4.06,4.0,7.0,3.0,5.0,6,13,17,127,4.06,8
168032,0,0.0,29,69,0,2,1,13,0,1,4,1,0,1,9,3066,472,72,28908,0,32,0,55,0,0,3,1,0.133,17.5,0.28600000000000003,17.5,2,2,15,11,25,45.0,3,15.0,10.0,20.0,10.0,15.0,5,11,15,32,15.0,2
168038,1,36.0,89,50,0,2,1,14,0,1,6,0,0,9,9,5939,1214,94,64833,0,21,50,11,0,0,0,3,0.19,32.5,0.3,30.0,4,3,17,20,43,180.0,9,20.0,35.0,40.0,5.0,40.0,6,13,17,87,20.0,7
168040,0,0.0,41,51,0,2,1,14,0,0,7,0,0,0,9,4734,838,94,32129,0,20,32,13,0,0,0,4,0.25,5.8,0.222,6.0,5,2,18,15,35,42.0,8,5.25,3.0,6.0,3.0,5.0,6,12,18,44,5.25,3
168044,1,20.0,53,57,0,2,1,14,1,0,5,0,1,0,9,2577,523,38,20468,0,33,31,16,0,0,0,1,0.105,20.0,0.111,20.0,2,1,18,18,42,65.0,5,13.0,15.0,20.0,5.0,20.0,6,13,18,53,13.0,2
168046,0,0.0,53,59,0,2,1,14,0,0,6,0,1,0,9,3616,819,95,27054,0,31,43,11,0,0,0,1,0.095,25.0,0.1,25.0,2,1,23,20,47,86.0,4,21.5,10.0,25.0,15.0,25.0,6,13,23,53,21.5,3
168049,0,0.0,65,75,0,2,1,14,0,0,1,0,2,0,9,3627,772,93,26324,1,34,15,29,0,0,0,2,0.1,12.5,0.111,10.0,2,1,20,18,44,50.0,6,8.33,10.0,15.0,5.0,10.0,6,12,20,56,8.33,3
168078,1,19.0,113,62,0,2,1,12,0,1,7,1,0,5,7,2357,511,84,23786,0,39,55,16,1,1,5,2,0.19,18.5,0.0,0.0,4,0,19,28,70,205.0,15,13.67,15.0,20.0,5.0,20.0,6,13,19,113,13.67,9
168101,0,0.0,101,75,0,4,3,8,0,0,6,0,0,4,6,1736,463,75,9509,0,11,48,21,1,0,0,1,0.158,17.0,0.2,15.0,3,2,25,25,63,113.0,7,16.14,21.0,26.0,5.0,21.0,6,12,25,91,16.14,5
168102,0,0.0,101,71,0,4,3,8,1,1,1,0,1,0,5,456,134,48,4363,0,16,50,26,0,0,0,1,0.095,16.0,0.091,17.0,2,1,17,24,56,81.0,7,11.57,12.0,17.0,5.0,17.0,6,14,17,92,11.57,3
168103,1,10.0,113,55,0,4,3,8,0,1,5,1,0,11,6,1279,280,27,6474,0,6,23,14,0,0,0,1,0.1,17.5,0.0,0.0,2,0,17,22,52,64.0,8,8.0,18.0,20.0,2.0,15.0,6,13,17,105,8.0,2
168108,0,0.0,17,68,0,2,1,14,0,1,4,1,0,15,9,2480,632,80,17545,0,34,53,11,0,0,2,1,0.2,30.0,0.5,30.0,1,1,16,6,14,30.0,1,30.0,0.0,30.0,30.0,30.0,5,12,16,16,30.0,1
168119,0,0.0,17,57,0,2,1,15,1,1,5,0,1,0,9,1590,446,81,26959,0,22,48,0,0,0,2,1,0.14300000000000002,25.0,0.33299999999999996,25.0,1,1,19,6,15,25.0,1,25.0,0.0,25.0,25.0,25.0,4,10,19,19,25.0,1
168136,0,0.0,53,56,0,2,1,14,0,0,6,1,0,4,8,2131,450,46,18699,0,30,30,0,0,0,0,1,0.1,17.0,0.111,17.0,2,1,25,16,40,50.0,4,12.5,12.0,17.0,5.0,17.0,6,12,25,52,12.5,2
168137,0,0.0,53,43,0,2,1,14,1,0,5,0,1,0,8,518,160,35,9019,0,29,46,12,1,0,0,1,0.048,45.0,0.1,45.0,1,1,25,20,46,216.0,7,30.86,30.0,45.0,15.0,45.0,6,12,25,53,30.86,3
168165,0,0.0,101,65,0,4,1,3,0,0,7,1,0,1,7,2376,512,61,16596,0,24,56,8,1,1,5,2,0.263,58.0,0.273,60.0,5,3,18,28,72,641.0,17,37.71,55.0,65.0,10.0,60.0,6,13,18,101,37.71,12
168168,0,0.0,113,79,0,0,2,29,1,0,2,0,1,0,3,3938,203,93,15598,0,41,21,44,1,10,0,1,0.105,10.0,0.125,10.0,2,1,19,28,78,168.0,17,9.88,10.0,15.0,5.0,10.0,5,15,19,113,9.88,11
168171,1,10.0,125,52,0,0,2,29,1,0,2,0,1,0,3,3938,203,93,15598,0,41,21,44,1,1,5,3,0.23800000000000002,10.0,0.273,11.67,5,3,18,28,64,190.0,14,13.57,15.0,20.0,5.0,10.0,6,13,18,122,13.57,8
168173,0,0.0,137,73,0,4,1,2,0,0,4,1,0,20,8,2741,678,88,20679,0,38,48,11,1,1,5,2,0.182,10.0,0.182,10.0,4,2,22,33,69,119.0,14,8.5,5.0,10.0,5.0,10.0,6,12,22,119,8.5,9
168181,0,0.0,17,34,0,2,1,14,0,0,7,0,0,15,9,4050,738,87,26972,1,31,26,42,0,0,2,1,0.14300000000000002,15.0,0.33299999999999996,15.0,1,1,20,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,3,8,20,20,15.0,1
168186,1,10.0,29,60,0,4,1,3,1,2,5,0,1,0,6,2412,549,68,16642,1,24,27,14,0,0,4,1,0.0,0.0,0.0,0.0,0,0,18,5,13,20.0,1,20.0,0.0,20.0,20.0,20.0,3,8,23,23,20.0,0
168187,0,0.0,29,54,0,4,1,2,0,0,6,0,0,1,6,2781,511,61,19982,0,30,36,37,0,0,0,1,0.14300000000000002,17.5,0.28600000000000003,17.5,2,2,24,11,25,35.0,2,17.5,15.0,25.0,10.0,25.0,6,13,24,28,17.5,2
